Round Number,Home Team,Away Team,Predicted Winner,Win Prob,Margin
16,Brisbane Lions,Sydney Swans,Sydney Swans,53.33,3
16,Hawthorn,GWS Giants,Hawthorn,58.97,9
16,Carlton,West Coast Eagles,Carlton,56.51,7
16,Collingwood,Richmond,Collingwood,88.6,51
16,Port Adelaide,Adelaide Crows,Adelaide Crows,64.92,15
16,North Melbourne,Essendon,North Melbourne,66.97,18
16,Fremantle,Gold Coast Suns,Fremantle,75.0,27
