Round Number,Home Team,Away Team,Predicted Winner,Win Prob,Margin
12,St Kilda,Hawthorn,St Kilda,57.09,7
12,Carlton,Geelong Cats,Geelong Cats,55.81,6
12,Sydney Swans,Richmond,Sydney Swans,82.14,38
12,Brisbane Lions,Fremantle,Brisbane Lions,62.26,13
12,Western Bulldogs,Collingwood,Collingwood,59.19,9
12,Melbourne,GWS Giants,Melbourne,58.2,8
12,West Coast Eagles,Essendon,West Coast Eagles,62.43,13
