Round Number,Home Team,Away Team,Predicted Winner,Win Prob,Margin
14,St Kilda,Western Bulldogs,St Kilda,60.2,21
14,Hawthorn,Adelaide Crows,Hawthorn,50.98,25
14,Brisbane Lions,GWS Giants,Brisbane Lions,72.88,25
14,Essendon,Geelong Cats,Essendon,51.5,21
14,North Melbourne,Fremantle,Fremantle,61.1,21
14,Port Adelaide,Melbourne,Port Adelaide,55.4,26
14,West Coast Eagles,Carlton,West Coast Eagles,52.0,21
