Round Number,Home Team,Away Team,Predicted Winner,Win Prob,Margin
26,Adelaide Crows,Hawthorn,Adelaide Crows,58.31,21
26,Brisbane Lions,Gold Coast Suns,Brisbane Lions,58.44,21
