Round Number,Home Team,Away Team,Predicted Winner,Win Prob,Margin
12,Brisbane Lions,Essendon,Brisbane Lions,54.8,25
12,Collingwood,Hawthorn,Hawthorn,51.63,5
12,Gold Coast Suns,Fremantle,Gold Coast Suns,57.06,19
12,GWS Giants,Richmond,GWS Giants,80.51,31
12,Sydney Swans,Adelaide Crows,Adelaide Crows,65.04,30
12,Melbourne,St Kilda,Melbourne,75.08,31
12,West Coast Eagles,Geelong Cats,Geelong Cats,70.78,50
